Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,Assists_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,53.8,2.28,1.42,0.87,1.1,0.31,1.1,2.05,0.94,0.87,0.16,0.71,1.5,3.78,0.63,0.0,2.43,0.16,1.65,0.0,0.0,0.16,0.55,0.08,0.08,0.0,0.0,0.0,0.08,0.0,80.3,85.9,87.3,70.0,23.39,29.13,368.58,91.02,11.97,13.94,8.66,9.92,1.65,2.36,0.08,0.04,0.0,0.71,2.44,0.47,0.0,2.68,29.13,28.82,0.24,0.24,0.08,0.71,0.39,0.0,0.0,0.0,0.0,0.0,23.39,0.08,1.02,15,13,"1,147",0,0,0.16,0.08,0.24,0.16,0.24,0.16,0.08,0.24,0.16,0.24,0.39,0.0,1.97,2.68,3.07,50.0,50.0,43.07,1.65,9.61,23.07,11.42,2.05,43.07,2.99,1.5,1.5,26.85,147.01,74.65,1.97,2.13,0.31,1.89,1.34,27.8,3.07,42.9,1.65,0.71,0.1,0.22,18.9,0,0,0,2.0,2.0,0.1,0.0,0.0
Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,33.3,0.92,0.57,0.11,0.4,0.4,0.4,1.21,0.8,1.15,0.29,0.86,0.0,0.92,1.03,0.0,2.94,0.23,1.9,0.0,0.46,0.52,0.0,0.06,0.11,0.0,0.06,0.06,0.0,0.0,72.0,79.2,71.4,71.4,17.76,24.66,217.47,45.46,12.07,15.23,4.31,6.03,0.29,0.4,0.11,0.09,0.06,1.21,1.38,0.57,0.0,2.41,24.66,23.33,1.09,0.0,0.0,0.0,0.4,0.17,0.0,0.0,0.0,0.0,17.76,0.23,0.75,28,18,"1,564",1,1,0.35,0.17,0.52,0.29,0.46,0.37,0.11,0.48,0.32,0.43,0.23,0.0,2.41,2.41,6.26,44.8,55.2,39.02,1.15,4.08,17.41,18.16,4.71,38.97,3.85,1.72,2.13,21.9,123.16,64.48,2.41,1.38,0.92,3.56,1.55,27.53,6.26,43.6,2.24,0.98,0.13,0.29,13.3,0,1,1,6.4,5.6,0.14,-0.4,-0.6
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,44.0,1.97,1.15,0.7,1.02,0.25,0.9,2.05,1.15,1.43,0.45,0.98,1.23,3.2,1.31,0.04,2.05,0.21,1.72,0.08,0.0,0.08,0.08,0.08,0.2,0.0,0.0,0.0,0.0,0.0,73.2,82.3,73.9,54.5,28.28,38.61,424.84,137.83,15.86,19.26,9.51,12.87,1.72,3.16,0.06,0.07,0.02,0.94,3.65,0.86,0.08,4.47,38.61,37.62,0.78,0.53,0.16,0.25,0.45,0.16,0.08,0.0,0.0,0.0,28.28,0.2,1.11,31,26,"2,194",0,0,0.04,0.08,0.12,0.04,0.12,0.05,0.06,0.1,0.05,0.1,0.08,0.0,0.94,4.47,2.13,36.8,63.2,49.51,2.17,9.88,27.13,12.91,1.39,49.51,0.78,0.29,0.49,21.31,94.39,49.51,0.94,0.78,0.0,1.72,0.9,28.24,2.13,26.1,0.94,0.25,0.04,0.17,21.8,0,0,0,1.1,1.1,0.05,-0.1,-0.1
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,46.4,2.36,1.54,0.93,1.15,0.27,1.43,3.08,1.65,1.48,0.38,1.1,1.59,3.96,1.37,0.0,1.05,0.0,0.77,0.0,0.0,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,83.2,84.0,64.9,32.36,41.04,526.21,157.69,16.37,19.67,12.36,14.73,2.75,4.23,0.02,0.02,-0.02,0.38,2.64,0.27,0.0,3.41,41.04,38.02,2.91,2.8,0.11,0.22,0.11,0.11,0.0,0.0,0.0,0.0,32.36,0.11,0.77,26,19,"1,637",0,0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,0.6,0.05,0.55,3.41,1.1,65.2,34.8,51.7,2.8,15.33,30.05,6.92,1.32,51.7,1.26,0.82,0.44,25.0,120.44,50.22,0.55,0.6,0.05,0.71,0.6,28.08,1.1,14.3,0.77,0.11,0.07,0.5,15.2,0,0,0,0.9,0.9,0.06,0.1,0.1
Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,36.4,1.28,0.71,0.57,0.43,0.28,0.28,0.78,0.5,0.64,0.14,0.5,0.43,1.7,1.06,0.0,2.83,0.64,1.63,0.0,0.71,0.21,0.28,0.0,0.28,0.0,0.07,0.14,0.14,0.0,70.5,76.6,73.3,50.0,19.65,27.87,245.04,29.5,13.26,17.3,4.47,6.1,0.57,1.13,0.11,0.07,0.11,1.13,0.43,0.64,0.07,1.28,27.87,26.03,1.77,0.07,0.07,0.14,0.28,0.0,0.0,0.0,0.0,0.0,19.65,0.07,0.92,24,15,"1,273",1,2,0.71,0.21,0.92,0.64,0.85,0.46,0.1,0.57,0.34,0.44,0.07,0.07,2.48,1.28,6.17,48.9,51.1,42.77,1.42,5.18,19.08,19.36,4.68,42.62,3.33,1.63,1.7,25.89,150.35,71.35,2.48,1.99,1.35,4.68,1.56,31.13,6.17,55.2,2.05,1.13,0.31,0.56,14.4,0,1,2,6.5,4.8,0.18,3.5,4.2
Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,1994,19.1,30.4,0.99,0.63,0.1,0.63,0.26,0.37,1.2,0.84,0.99,0.26,0.73,0.47,1.47,0.31,0.0,1.99,0.26,1.47,0.0,0.16,0.16,0.21,0.0,0.16,0.0,0.1,0.0,0.0,0.0,68.9,76.4,73.2,64.7,15.55,22.57,198.69,43.25,10.31,13.51,3.72,5.08,0.58,0.89,0.13,0.1,-0.02,0.84,0.84,0.52,0.05,1.62,22.57,21.62,0.94,0.05,0.1,0.1,0.68,0.1,0.0,0.0,0.0,0.0,15.55,0.0,0.89,30,18,"1,716",0,0,0.05,0.1,0.16,0.05,0.16,0.18,0.13,0.31,0.18,0.31,0.1,0.0,1.62,1.62,6.96,50.0,50.0,35.97,0.84,3.66,17.12,15.65,4.35,35.97,2.72,1.36,1.36,20.63,108.69,42.77,1.62,0.89,1.1,3.82,1.99,25.29,6.96,18.4,1.99,0.37,0.03,0.14,14.7,0,0,0,3.5,3.5,0.09,-2.5,-2.5
Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,51.7,1.93,1.48,0.89,0.89,0.15,1.11,2.15,1.04,1.26,0.07,1.19,0.67,2.59,0.52,0.0,1.56,0.37,0.89,0.0,0.15,0.07,0.3,0.15,0.15,0.0,0.07,0.0,0.07,0.07,75.6,86.4,73.2,57.1,25.19,33.33,317.19,67.41,16.96,19.63,5.26,7.19,0.89,1.56,0.18,0.09,-0.03,0.67,0.81,0.59,0.15,1.33,33.33,32.15,1.04,0.0,0.15,0.07,1.56,1.04,0.0,0.0,0.0,0.0,25.19,0.15,1.19,21,14,"1,214",0,0,0.15,0.15,0.3,0.15,0.3,0.19,0.18,0.37,0.19,0.37,0.0,0.0,2.37,1.33,8.44,35.5,64.5,45.85,0.81,8.22,15.85,21.93,4.15,45.85,2.3,0.81,1.48,26.22,152.81,73.56,2.37,1.78,0.74,2.74,1.11,33.11,8.44,33.3,1.56,0.52,0.1,0.29,15.7,0,0,0,2.6,2.6,0.12,-0.6,-0.6
Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,1996,15.7,44.0,1.21,0.64,0.32,0.32,0.57,0.7,1.59,0.89,0.57,0.0,0.57,0.45,1.66,0.64,0.0,2.43,0.13,1.66,0.0,0.13,0.06,0.45,0.13,0.13,0.0,0.0,0.0,0.0,0.0,59.9,71.0,62.7,50.0,11.78,19.68,157.58,50.64,7.32,10.32,2.99,4.78,0.64,1.27,0.08,0.08,-0.02,0.96,1.02,0.45,0.19,1.72,19.68,18.6,1.08,0.0,0.0,0.0,1.78,0.32,0.0,0.0,0.0,0.0,11.78,0.0,1.08,20,16,"1,409",0,1,0.57,0.06,0.64,0.57,0.64,0.42,0.08,0.5,0.37,0.45,0.13,0.0,2.68,1.72,7.52,35.6,64.4,32.93,0.7,4.01,12.04,17.26,4.84,32.87,2.87,1.02,1.85,21.53,145.48,70.13,2.68,1.46,1.15,3.44,1.97,23.76,7.52,36.7,1.92,0.7,0.3,0.82,13.9,0,0,1,6.5,5.7,0.19,2.5,3.3
Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,1999,18.0,42.9,1.39,0.83,0.56,0.56,0.28,0.67,1.56,0.89,0.72,0.11,0.61,0.44,1.83,0.94,0.0,3.28,0.5,2.33,0.11,0.28,0.22,0.17,0.17,0.33,0.06,0.0,0.0,0.06,0.06,86.3,92.0,88.9,62.2,39.17,45.39,496.83,104.61,26.28,28.56,8.89,10.0,1.56,2.5,0.1,0.09,0.12,1.33,3.0,0.94,0.0,2.94,45.39,43.56,1.56,0.28,0.17,0.11,0.56,0.39,0.5,0.22,0.06,0.0,39.17,0.28,0.94,37,12,"1,620",0,0,0.17,0.22,0.39,0.17,0.39,0.13,0.1,0.23,0.13,0.23,0.17,0.0,3.28,2.94,5.33,68.6,31.4,54.78,1.5,6.39,28.44,20.56,2.78,54.78,1.94,1.33,0.61,37.17,220.44,108.33,3.28,2.5,1.06,1.28,1.28,44.67,5.33,33.3,1.83,0.61,0.09,0.27,18.3,0,0,0,2.3,2.3,0.07,0.7,0.7
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,50.0,0.9,0.6,0.68,0.21,0.0,0.43,0.85,0.43,0.81,0.56,0.26,1.24,2.14,3.68,0.0,0.43,0.04,0.34,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,83.5,87.8,89.3,62.2,42.26,50.6,822.52,304.06,14.49,16.5,22.44,25.13,4.79,7.69,0.0,0.02,0.04,0.04,2.86,0.09,0.0,3.63,50.6,47.31,3.25,1.45,0.04,0.34,0.21,1.79,0.0,0.0,0.0,0.0,42.26,0.04,0.38,30,22,"2,105",0,0,0.17,0.04,0.21,0.17,0.21,0.07,0.0,0.07,0.07,0.07,0.13,0.04,0.85,3.63,0.51,85.7,14.3,59.49,6.92,29.02,27.65,3.21,0.6,59.49,0.3,0.26,0.04,32.26,191.03,106.67,0.85,0.6,0.0,0.47,0.04,35.0,0.51,50.0,0.6,0.3,0.29,0.57,13.7,0,0,0,1.6,1.6,0.12,2.4,2.4
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,24,1996,27.0,61.1,1.48,0.89,0.85,0.63,0.0,0.81,1.33,0.52,1.22,0.81,0.41,1.26,2.74,3.07,0.04,0.56,0.07,0.44,0.0,0.04,0.04,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,92.1,91.4,95.8,81.0,59.81,64.96,1111.93,363.59,19.67,21.52,34.74,36.26,4.59,5.67,0.0,0.01,-0.0,0.15,1.41,0.04,0.0,2.7,64.96,61.7,3.22,2.81,0.0,0.15,0.0,0.19,0.0,0.0,0.0,0.0,59.81,0.04,0.41,28,28,"2,430",0,0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.05,0.11,0.04,0.48,2.7,0.11,85.7,14.3,73.78,7.56,39.78,32.89,1.52,0.85,73.78,0.26,0.22,0.04,43.59,198.04,102.74,0.48,0.3,0.0,0.33,0.22,49.0,0.11,7.7,0.48,0.04,0.08,1.0,10.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,1994,22.7,28.2,1.59,0.75,0.62,0.66,0.31,0.48,1.72,1.23,1.01,0.09,0.93,0.53,2.11,1.23,0.0,2.51,0.26,1.85,0.0,0.22,0.26,0.13,0.04,0.13,0.0,0.0,0.13,0.0,0.0,67.7,76.0,70.2,39.5,19.03,28.11,258.33,60.7,12.29,16.17,5.2,7.4,0.66,1.67,0.1,0.09,-0.01,1.23,1.72,0.84,0.13,3.57,28.11,27.71,0.26,0.04,0.22,0.04,1.28,0.09,0.04,0.0,0.0,0.0,19.03,0.13,1.06,30,23,"2,042",0,0,0.18,0.09,0.26,0.18,0.26,0.24,0.1,0.34,0.24,0.34,0.18,0.0,2.6,3.57,5.46,62.2,37.8,41.1,1.63,5.86,16.3,19.52,3.7,41.1,1.98,1.23,0.75,21.37,142.73,66.65,2.6,2.29,0.57,2.78,1.67,26.17,5.46,39.5,1.9,0.75,0.09,0.24,14.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5
Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,1992,22.1,37.7,1.99,1.31,1.0,0.68,0.32,1.18,3.12,1.95,1.58,0.14,1.45,0.86,2.85,1.36,0.0,4.17,0.27,1.99,1.18,0.41,0.23,0.27,0.09,0.09,0.14,0.0,0.05,0.0,0.0,60.6,79.7,62.4,32.3,21.45,35.38,344.16,104.07,11.54,14.48,6.24,10.0,2.35,7.29,0.11,0.14,-0.02,1.67,0.9,1.0,0.5,2.44,35.38,28.1,6.97,1.72,0.0,0.27,8.69,0.32,4.93,1.72,1.95,0.05,21.45,0.32,0.9,32,24,"1,986",0,0,0.0,0.09,0.09,0.0,0.09,0.13,0.12,0.24,0.13,0.24,0.18,0.0,3.39,2.44,6.06,51.3,48.8,49.73,1.58,8.64,16.38,25.48,2.08,49.73,3.62,1.86,1.76,25.43,170.18,81.67,3.39,2.22,0.77,2.53,1.72,28.73,6.06,32.7,2.22,0.73,0.0,0.0,23.1,15,0,0,2.8,2.8,0.06,-2.8,-2.8
Breel Embolo,ch SUI,FW,Gladbach,de Bundesliga,24,1997,24.1,37.5,0.66,0.46,0.04,0.5,0.12,0.12,0.33,0.21,0.58,0.08,0.5,0.25,0.91,0.29,0.0,3.56,0.43,2.49,0.0,0.12,0.17,0.58,0.04,0.29,0.0,0.0,0.04,0.04,0.04,73.6,78.2,82.0,65.4,16.51,22.45,214.23,50.83,10.12,12.95,4.36,5.31,0.71,1.08,0.2,0.14,-0.07,1.41,1.54,0.87,0.0,2.66,22.45,20.83,1.49,0.04,0.41,0.08,0.08,0.04,0.0,0.0,0.0,0.0,16.51,0.12,0.75,29,24,"2,166",0,0,0.37,0.12,0.5,0.37,0.5,0.36,0.2,0.57,0.36,0.57,0.12,0.0,1.58,2.66,6.56,55.3,44.7,34.56,0.62,1.49,17.76,15.68,4.23,34.56,3.15,1.74,1.41,21.33,114.61,46.06,1.58,1.45,0.79,3.73,2.49,27.59,6.56,47.9,1.99,0.96,0.19,0.39,13.7,0,0,0,8.4,8.4,0.19,-0.4,-0.4
Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,1999,25.4,53.7,2.83,1.85,1.97,0.63,0.24,1.42,2.64,1.22,0.98,0.08,0.91,0.87,3.7,3.62,0.04,1.97,0.16,1.65,0.0,0.16,0.08,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,80.7,90.0,80.2,55.3,46.06,57.09,642.91,159.25,27.01,30.0,14.49,18.07,2.05,3.7,0.09,0.12,-0.05,1.1,1.26,1.1,0.55,2.68,57.09,47.01,10.0,0.63,0.04,0.08,2.91,9.37,0.0,0.0,0.0,0.0,46.06,0.08,1.85,31,26,"2,286",0,0,0.04,0.04,0.08,0.04,0.08,0.06,0.09,0.14,0.06,0.14,0.2,0.0,2.68,2.68,6.89,50.0,50.0,69.49,3.86,22.8,26.22,20.87,2.2,69.49,1.34,0.67,0.67,35.87,171.02,89.65,2.68,1.1,0.31,1.06,0.71,40.12,6.89,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,36.4,0.7,0.35,0.35,0.14,0.21,0.28,0.77,0.49,0.63,0.07,0.56,0.28,0.99,1.27,0.0,0.77,0.21,0.63,0.0,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.0,0.07,0.0,63.9,71.1,63.0,56.3,8.59,13.45,124.23,18.52,4.86,6.83,2.39,3.8,0.63,1.13,0.08,0.05,-0.01,0.42,0.49,0.21,0.0,0.99,13.45,12.11,1.13,0.0,0.07,0.14,0.35,0.07,0.0,0.0,0.0,0.0,8.59,0.21,0.28,23,15,"1,277",1,1,0.35,0.07,0.42,0.28,0.35,0.45,0.08,0.53,0.39,0.47,0.07,0.0,0.49,0.99,4.01,28.6,71.4,23.31,1.55,3.45,10.21,9.86,4.08,23.24,0.99,0.28,0.7,10.0,34.65,12.04,0.49,0.21,0.28,1.76,0.85,15.07,4.01,36.1,2.54,0.92,0.11,0.31,11.9,0,1,1,6.4,5.6,0.15,-1.4,-1.6
Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,43.1,2.27,1.27,1.06,1.06,0.16,0.96,2.24,1.27,1.34,0.37,0.96,0.93,3.2,1.99,0.0,1.96,0.09,1.61,0.0,0.06,0.12,0.09,0.06,0.09,0.0,0.0,0.0,0.0,0.0,80.1,84.7,87.2,64.4,39.25,49.04,645.65,193.39,19.38,22.89,15.87,18.2,2.98,4.63,0.04,0.08,0.02,0.68,3.91,0.43,0.06,5.12,49.04,48.07,0.68,0.53,0.25,0.25,0.22,0.16,0.0,0.0,0.0,0.0,39.25,0.28,1.09,33,33,"2,899",0,0,0.12,0.06,0.19,0.12,0.19,0.16,0.04,0.2,0.15,0.19,0.12,0.0,1.06,5.12,1.96,63.0,37.0,61.52,2.98,15.34,35.75,11.15,1.68,61.52,1.68,1.06,0.62,32.64,141.43,67.89,1.06,0.9,0.19,1.58,1.3,40.06,1.96,35.6,1.4,0.5,0.09,0.25,16.3,0,0,0,5.0,4.8,0.11,-1.0,-0.8
Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,47.1,1.25,0.58,0.38,0.48,0.38,0.77,1.63,0.87,0.87,0.1,0.77,0.87,2.12,1.35,0.0,5.46,0.67,2.5,2.6,0.1,0.1,0.1,0.1,0.19,0.48,0.0,0.0,0.0,0.0,74.8,91.9,79.5,57.0,45.96,61.44,946.35,361.15,18.56,20.19,16.44,20.67,9.81,17.21,0.34,0.27,0.05,2.88,8.08,1.63,0.67,7.88,61.44,50.38,10.67,4.13,0.38,0.77,8.27,0.48,5.19,2.02,2.12,0.38,45.96,0.38,0.67,11,10,939,0,0,0.1,0.38,0.48,0.1,0.48,0.12,0.34,0.46,0.12,0.46,0.1,0.0,2.02,7.88,2.12,50.0,50.0,71.15,1.73,13.17,35.96,22.88,1.15,71.15,1.54,0.77,0.77,39.33,181.63,100.38,2.02,1.54,0.29,1.73,0.87,45.67,2.12,36.4,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3
Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,55.6,0.98,0.56,0.63,0.35,0.0,0.35,0.63,0.28,1.89,1.36,0.52,0.98,1.96,4.27,0.03,0.38,0.07,0.24,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.03,0.03,0.0,80.1,86.2,88.4,58.4,30.84,38.5,649.86,225.45,8.95,10.38,17.13,19.37,4.62,7.9,0.01,0.01,-0.01,0.17,1.19,0.03,0.0,1.12,38.5,36.22,2.1,1.96,0.07,0.42,0.07,0.03,0.0,0.0,0.0,0.0,30.84,0.17,0.28,30,30,"2,576",0,0,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.12,0.1,0.12,0.17,0.0,0.21,1.12,0.1,75.0,25.0,48.36,9.27,31.01,16.19,1.4,1.05,48.36,0.14,0.1,0.03,23.15,101.33,48.25,0.21,0.17,0.0,0.49,0.07,26.26,0.1,20.0,0.52,0.1,0.13,0.67,10.1,0,0,0,3.0,3.0,0.2,-1.0,-1.0
Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,38.2,2.08,0.97,0.62,1.39,0.07,0.9,2.36,1.46,1.88,0.14,1.74,1.46,3.54,1.94,0.0,1.25,0.21,0.9,0.0,0.0,0.28,0.07,0.0,0.07,0.0,0.0,0.07,0.07,0.0,66.4,76.3,67.2,46.5,18.4,27.71,287.43,88.96,10.07,13.19,5.69,8.47,1.39,2.99,0.01,0.01,-0.01,0.49,2.92,0.21,0.0,2.85,27.71,27.43,0.21,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,18.4,0.07,0.69,17,15,"1,300",0,0,0.35,0.0,0.35,0.35,0.35,0.22,0.01,0.23,0.22,0.23,0.56,0.07,0.49,2.85,1.04,77.8,22.2,40.42,2.57,9.44,23.26,7.99,1.67,40.42,0.62,0.49,0.14,15.0,54.72,25.83,0.49,0.21,0.0,0.97,0.97,17.71,1.04,56.3,1.11,0.62,0.31,0.56,12.2,0,0,0,3.2,3.2,0.2,1.8,1.8
Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,1989,15.9,48.1,2.89,1.51,1.57,1.07,0.25,1.64,3.4,1.76,1.13,0.19,0.94,1.64,4.53,2.2,0.0,2.95,0.31,1.76,0.44,0.06,0.44,0.13,0.13,0.19,0.06,0.06,0.0,0.0,0.0,71.2,81.6,78.5,43.9,32.77,46.04,587.74,245.66,14.53,17.8,12.89,16.42,3.84,8.74,0.1,0.08,-0.04,0.82,2.14,0.63,0.31,3.21,46.04,35.35,10.5,1.51,0.0,0.44,1.89,8.68,0.31,0.0,0.06,0.0,32.77,0.19,0.63,27,15,"1,434",0,0,0.13,0.06,0.19,0.13,0.19,0.07,0.1,0.17,0.07,0.17,0.38,0.0,1.07,3.21,2.33,25.0,75.0,58.74,2.96,17.67,27.86,13.46,0.88,58.74,0.75,0.19,0.57,22.14,95.22,50.38,1.07,0.82,0.06,1.19,0.63,25.91,2.33,19.0,1.32,0.25,0.1,0.5,27.1,4,0,0,1.1,1.1,0.05,0.9,0.9
Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,39.3,2.89,1.7,1.57,1.05,0.27,1.19,3.03,1.84,1.22,0.27,0.95,1.46,4.35,2.35,0.03,2.03,0.08,1.57,0.27,0.03,0.05,0.03,0.08,0.05,0.03,0.0,0.0,0.0,0.0,62.2,84.3,65.0,38.0,29.51,47.49,525.84,233.57,13.62,16.16,11.16,17.16,3.68,9.68,0.07,0.09,-0.01,0.95,2.49,1.08,0.65,3.35,47.49,37.0,10.16,1.43,0.14,0.65,4.05,8.68,0.05,0.05,0.0,0.0,29.51,0.32,1.7,37,37,"3,329",0,0,0.05,0.05,0.11,0.05,0.11,0.05,0.07,0.11,0.04,0.11,0.16,0.0,1.68,3.35,3.32,51.1,48.9,59.51,4.03,20.81,25.38,14.3,1.24,59.51,1.27,0.65,0.62,25.11,128.57,68.81,1.68,1.35,0.24,1.16,0.57,26.08,3.32,25.9,0.73,0.19,0.07,0.29,20.7,0,0,0,1.7,1.5,0.06,0.3,0.5
Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,55.6,1.31,0.87,1.07,0.19,0.05,0.73,1.31,0.58,1.5,1.17,0.34,1.07,2.38,3.35,0.05,0.39,0.0,0.29,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,85.0,91.3,60.4,33.4,39.51,634.08,173.3,10.49,12.33,19.85,21.75,2.67,4.42,0.01,0.01,-0.01,0.1,1.26,0.1,0.0,1.41,39.51,38.25,1.26,0.63,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,33.4,0.0,0.39,24,20,"1,857",0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.1,0.0,0.58,1.41,0.1,66.7,33.3,48.79,7.33,26.65,21.5,1.07,0.53,48.79,0.15,0.1,0.05,30.68,172.72,92.52,0.58,0.19,0.0,0.58,0.1,29.37,0.1,20.0,0.24,0.05,0.0,0.0,7.5,0,0,0,0.9,0.9,0.18,-0.9,-0.9
Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,70.8,2.06,1.26,1.14,0.63,0.29,0.97,1.37,0.4,0.74,0.29,0.46,1.43,3.49,1.66,0.11,1.66,0.29,1.37,0.17,0.0,0.11,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,77.3,88.6,78.4,53.6,46.86,60.63,723.31,244.8,24.34,27.49,18.0,22.97,2.57,4.8,0.14,0.12,-0.09,0.74,2.57,1.66,0.57,4.0,60.63,50.57,9.94,0.69,0.0,0.23,4.17,9.2,0.06,0.0,0.0,0.0,46.86,0.11,1.83,28,17,"1,575",0,0,0.0,0.06,0.06,0.0,0.06,0.04,0.14,0.19,0.04,0.19,0.17,0.0,2.86,4.0,8.46,48.6,51.4,72.11,2.86,20.29,28.63,23.83,1.71,72.11,2.0,0.97,1.03,37.6,189.14,99.71,2.86,1.66,0.4,1.49,0.8,42.34,8.46,28.6,0.8,0.23,0.0,0.0,19.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8
