Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,eng Premier League,24.0,1999.0,29.4,61.2,2.18,1.22,1.63,0.48,0.07,1.02,1.67,0.65,1.46,0.88,0.58,1.19,3.37,4.66,0.07,0.88,0.03,0.78,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,75.4,87.0,81.8,38.7,25.34,33.61,431.33,171.33,11.36,13.06,11.73,14.35,1.8,4.66,0.0,0.03,0.02,-0.03,0.24,1.39,0.1,0.03,1.46,33.61,32.31,1.22,0.37,0.03,0.07,0.2,0.85,0.0,0.0,0.0,0.0,25.34,0.07,0.68,31,29,"2,649",0,0,0.07,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,0.37,0.03,0.51,1.46,0.71,52.4,42.9,45.27,7.76,24.83,17.28,3.54,1.12,45.27,0.71,0.37,0.31,20.51,118.95,66.19,0.51,0.51,0.1,0.48,0.37,23.57,0.71,26.3,0.65,0.17,0.11,0.4,11.9,0.0,0,0,3.1,3.1,0.17,-1.1,-1.1
Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,26.0,1996.0,18.8,70.7,2.5,1.65,1.65,0.64,0.21,1.54,2.18,0.64,1.01,0.16,0.85,0.96,3.46,2.71,0.05,2.02,0.05,1.33,0.27,0.16,0.05,0.16,0.05,0.05,0.0,0.0,0.0,0.0,0.0,75.2,87.7,76.4,45.5,32.07,42.66,511.17,213.4,17.45,19.89,11.54,15.11,2.39,5.27,0.05,0.05,0.05,0.01,0.59,3.09,0.69,0.32,3.62,42.66,34.52,7.98,0.64,0.11,0.11,1.49,7.34,0.0,0.0,0.0,0.0,32.07,0.16,0.9,22,20,"1,692",0,0,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,0.16,0.0,2.82,3.62,2.02,60.0,31.1,54.2,3.3,18.09,24.57,12.13,0.69,54.2,2.39,1.44,0.74,26.28,166.97,97.34,2.82,1.54,0.59,1.28,0.53,28.67,2.02,9.1,0.59,0.05,0.09,1.0,26.6,0.0,0,0,0.3,0.3,0.02,0.7,0.7
Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,22.0,2001.0,25.9,57.1,2.74,1.7,1.58,0.89,0.27,1.08,1.89,0.81,1.24,0.23,1.0,0.58,3.32,1.47,0.0,2.51,0.19,1.58,0.35,0.23,0.12,0.23,0.0,0.08,0.0,0.0,0.0,0.12,0.0,84.5,91.1,86.3,52.8,38.8,45.95,538.46,151.93,24.21,26.56,11.47,13.28,1.47,2.78,0.04,0.09,0.07,-0.05,0.97,2.32,0.5,0.15,3.82,45.95,40.42,5.33,0.93,0.08,0.19,1.58,4.09,0.31,0.19,0.08,0.0,38.8,0.19,0.93,33,29,"2,329",0,0,0.08,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,0.27,0.0,2.59,3.82,3.82,53.9,33.9,58.76,2.16,15.68,26.95,17.22,1.89,58.76,4.44,2.39,1.51,33.51,189.34,94.02,2.59,1.85,0.31,1.97,2.16,38.88,3.82,33.3,0.93,0.31,0.08,0.25,16.8,0.0,0,0,3.3,3.3,0.14,-1.3,-1.3
Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,25.0,1998.0,10.0,33.3,0.6,0.4,0.2,0.3,0.1,0.3,0.9,0.6,0.4,0.1,0.3,0.2,0.8,0.8,0.0,1.3,0.1,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,75.9,74.5,82.9,66.7,15.4,20.3,237.7,48.6,7.3,9.8,5.8,7.0,1.0,1.5,0.0,0.03,0.03,-0.03,0.7,0.7,0.2,0.0,1.6,20.3,19.3,0.7,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,15.4,0.3,0.4,19,10,902,0,0,0.2,0.2,0.2,0.2,0.18,0.03,0.21,0.18,0.21,0.0,0.1,1.7,1.6,5.2,46.2,50.0,29.1,1.0,5.4,12.0,12.3,2.1,29.1,2.6,1.2,1.3,22.7,166.0,68.6,1.7,1.0,0.6,1.8,1.3,21.8,5.2,27.3,1.1,0.3,0.18,0.67,22.7,0.0,0,0,1.8,1.8,0.17,0.2,0.2
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25.0,1998.0,20.4,63.9,1.86,1.03,1.23,0.44,0.2,1.13,1.76,0.64,1.27,0.54,0.74,1.23,3.09,3.87,0.05,1.33,0.15,1.18,0.0,0.05,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,75.3,86.4,79.2,43.7,29.9,39.71,500.49,185.59,14.26,16.52,12.89,16.27,2.21,5.05,0.05,0.11,0.13,-0.06,0.59,2.75,0.49,0.15,2.99,39.71,35.78,3.87,0.44,0.05,0.44,1.08,3.19,0.0,0.0,0.0,0.0,29.9,0.05,0.54,28,21,"1,832",0,0,0.1,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,0.25,0.0,1.08,2.99,1.52,83.3,16.7,51.08,5.49,21.08,22.4,7.75,2.84,51.08,0.59,0.49,0.1,22.75,116.03,70.34,1.08,0.54,0.25,0.78,0.29,27.6,1.52,33.3,0.59,0.2,0.17,0.5,9.9,0.0,0,0,1.3,1.3,0.11,0.7,0.7
Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29.0,1994.0,15.1,18.2,0.2,0.13,0.07,0.13,0.0,0.13,0.73,0.6,0.4,0.13,0.26,0.26,0.46,0.73,0.0,2.45,0.0,1.92,0.07,0.0,0.07,0.33,0.07,0.0,0.0,0.0,0.0,0.0,0.0,70.2,71.4,72.4,78.9,21.06,30.0,301.06,31.72,11.39,15.96,6.95,9.6,0.99,1.26,0.0,0.07,0.11,-0.07,1.06,1.39,0.2,0.0,1.39,30.0,28.01,1.85,0.13,0.13,0.26,0.2,0.0,0.0,0.0,0.0,0.0,21.06,0.13,0.4,26,15,"1,360",0,2,0.13,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,0.26,0.0,0.33,1.39,5.83,18.2,72.7,39.93,0.79,3.51,20.79,15.76,5.63,39.8,0.73,0.13,0.53,17.22,59.87,19.27,0.33,0.4,0.07,2.78,0.66,29.8,5.83,22.2,1.79,0.4,0.07,0.33,13.1,0.0,0,2,5.3,3.7,0.14,-3.3,-1.7
Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,28.0,1995.0,27.9,56.4,1.51,1.0,0.57,0.65,0.29,0.79,1.4,0.61,1.0,0.43,0.57,0.82,2.33,2.51,0.11,1.97,0.14,1.61,0.04,0.0,0.11,0.07,0.14,0.14,0.0,0.0,0.0,0.0,0.0,93.4,96.0,94.7,77.3,78.14,83.66,1279.14,350.79,39.1,40.72,33.08,34.95,4.52,5.84,0.0,0.02,0.06,-0.02,0.47,7.67,0.54,0.07,5.3,83.66,81.04,2.54,1.22,0.14,0.54,0.32,0.97,0.0,0.0,0.0,0.0,78.14,0.07,0.36,30,28,"2,511",0,0,0.07,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,0.14,0.04,1.65,5.3,1.29,50.0,50.0,91.18,5.84,27.92,49.64,14.05,0.97,91.18,0.14,0.07,0.07,58.75,296.85,176.45,1.65,1.83,0.11,0.5,0.32,71.08,1.29,33.3,0.54,0.18,0.13,0.4,17.0,0.0,0,0,1.9,1.9,0.13,0.1,0.1
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28.0,1995.0,22.7,65.0,1.15,0.7,0.66,0.35,0.13,0.57,0.88,0.31,0.75,0.09,0.66,0.62,1.76,2.38,0.0,1.59,0.26,1.23,0.0,0.09,0.18,0.04,0.04,0.13,0.0,0.04,0.09,0.0,0.0,92.1,95.8,94.2,50.6,75.59,82.11,1153.7,384.01,38.85,40.57,33.04,35.07,1.89,3.74,0.09,0.05,0.05,0.04,0.44,6.52,0.22,0.04,5.11,82.11,76.83,5.2,1.41,0.04,0.13,0.48,3.57,0.0,0.0,0.0,0.0,75.59,0.09,0.62,29,24,"2,042",0,0,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,0.0,0.0,1.06,5.11,0.79,50.0,30.0,89.25,4.63,27.93,49.16,12.38,1.67,89.25,0.44,0.22,0.13,56.39,266.04,154.23,1.06,1.89,0.04,0.35,0.09,66.39,0.79,25.0,0.88,0.22,0.1,0.4,10.8,0.0,0,0,2.5,2.5,0.12,-0.5,-0.5
Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,19.0,2004.0,16.8,50.0,2.14,1.25,0.65,0.95,0.54,0.6,1.19,0.6,0.6,0.12,0.48,0.77,2.92,0.77,0.0,3.4,0.18,2.02,0.12,0.77,0.12,0.3,0.06,0.12,0.0,0.06,0.0,0.0,0.0,77.3,86.9,75.9,50.0,22.14,28.63,304.11,78.45,14.23,16.37,6.01,7.92,0.83,1.67,0.12,0.15,0.15,-0.04,1.25,1.19,1.43,0.36,2.68,28.63,27.62,0.83,0.3,0.24,0.12,1.73,0.3,0.24,0.06,0.06,0.0,22.14,0.18,0.83,31,17,"1,511",0,0,0.12,0.24,0.12,0.24,0.19,0.15,0.34,0.19,0.34,0.24,0.0,4.05,2.68,9.52,44.5,46.1,44.35,0.71,5.3,16.13,23.99,4.17,44.35,7.62,3.39,3.51,29.23,209.7,119.4,4.05,2.8,1.61,2.92,2.14,32.8,9.52,23.3,1.79,0.42,0.07,0.29,18.1,0.0,0,0,3.2,3.2,0.11,-1.2,-1.2
Sergio Akieme,es ESP,DF,Almería,es La Liga,25.0,1997.0,18.6,81.3,1.45,0.81,0.97,0.38,0.11,0.7,0.86,0.16,0.75,0.22,0.54,0.54,1.99,1.83,0.0,1.72,0.05,1.18,0.16,0.22,0.05,0.11,0.0,0.0,0.0,0.0,0.05,0.0,0.0,77.4,90.8,82.9,43.2,33.33,43.06,549.68,169.35,16.88,18.6,13.28,16.02,2.58,5.97,0.0,0.12,0.11,-0.12,0.91,1.61,0.75,0.65,1.51,43.06,33.87,9.09,1.02,0.05,0.27,3.06,7.96,0.11,0.0,0.05,0.0,33.33,0.11,1.18,19,19,"1,675",0,0,0.11,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,0.11,0.0,1.45,1.51,3.87,52.5,45.0,51.56,2.9,18.17,22.58,11.61,1.08,51.56,2.15,1.13,0.97,26.77,135.48,61.34,1.45,1.24,0.11,0.81,0.86,28.23,3.87,55.6,0.48,0.27,0.22,0.4,17.4,0.0,0,0,1.2,1.2,0.13,0.8,0.8
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21.0,2002.0,17.9,33.3,2.07,1.28,0.67,1.12,0.28,0.67,2.01,1.34,1.17,0.0,1.17,0.5,2.57,0.17,0.0,4.91,0.5,3.3,0.61,0.34,0.17,0.22,0.28,0.39,0.0,0.0,0.0,0.0,0.11,77.4,85.6,79.7,46.4,36.03,46.54,509.39,159.72,21.23,24.8,10.95,13.74,1.79,3.85,0.22,0.2,0.19,0.03,2.12,3.58,2.12,0.17,5.2,46.54,43.18,3.02,0.67,0.45,0.11,3.02,0.17,2.07,0.78,0.45,0.0,36.03,0.34,1.34,28,18,"1,613",0,0,0.39,0.61,0.39,0.61,0.3,0.19,0.49,0.3,0.49,0.28,0.0,2.57,5.2,7.54,51.9,42.3,58.94,0.56,5.64,25.53,28.66,4.41,58.94,2.91,1.51,1.23,45.53,257.09,104.25,2.57,2.51,0.78,2.29,2.23,42.23,7.54,61.1,2.01,1.23,0.19,0.32,15.7,1.0,0,0,5.4,5.4,0.15,1.6,1.6
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28.0,1995.0,12.2,74.3,2.87,1.48,1.8,0.98,0.08,2.13,2.87,0.74,2.3,0.66,1.64,1.48,4.34,2.62,0.0,1.31,0.25,1.07,0.0,0.16,0.0,0.08,0.0,0.25,0.0,0.0,0.0,0.0,0.0,85.9,91.1,90.2,63.3,50.08,58.28,867.54,317.95,22.54,24.75,22.7,25.16,4.1,6.48,0.0,0.02,0.03,-0.02,0.41,5.82,0.16,0.0,4.51,58.28,55.74,2.46,1.39,0.0,0.16,0.33,1.07,0.0,0.0,0.0,0.0,50.08,0.08,0.49,17,11,"1,097",0,0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,0.57,0.0,0.82,4.51,0.74,69.2,30.8,70.57,5.9,29.51,36.8,4.84,0.41,70.57,1.07,0.74,0.33,39.59,184.51,86.39,0.82,0.9,0.16,0.82,0.08,46.23,0.74,0.0,0.16,0.0,0.0,0.0,6.8,0.0,0,0,0.3,0.3,0.15,-0.3,-0.3
David Alaba,at AUT,DF,Real Madrid,es La Liga,31.0,1992.0,12.8,50.0,1.02,0.7,0.55,0.39,0.08,0.31,0.62,0.31,0.78,0.55,0.23,1.17,2.19,2.66,0.0,1.4,0.08,1.02,0.31,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,89.6,96.3,90.0,58.3,63.28,70.62,1013.83,390.39,34.92,36.25,23.2,25.78,3.83,6.56,0.08,0.05,0.06,0.02,0.78,4.38,0.39,0.0,3.98,70.62,65.23,5.08,1.8,0.31,0.55,1.33,0.39,0.94,0.55,0.23,0.0,63.28,0.31,0.16,14,14,"1,154",0,0,0.0,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13,0.16,0.0,0.7,3.98,1.02,0.0,0.0,78.44,9.92,37.03,35.7,6.25,0.86,78.44,0.0,0.0,0.0,54.61,278.67,157.11,0.7,0.86,0.0,0.39,0.08,57.03,1.02,21.4,1.09,0.23,0.0,0.0,19.8,6.0,0,0,1.0,1.0,0.07,-1.0,-1.0
Luis Alberto,es ESP,MF,Lazio,it Serie A,30.0,1992.0,25.7,28.3,1.36,0.78,0.62,0.47,0.27,0.58,2.06,1.48,1.32,0.16,1.17,0.27,1.63,0.51,0.0,4.6,0.35,3.15,1.13,0.0,0.27,0.0,0.04,0.31,0.04,0.0,0.0,0.0,0.0,77.6,89.2,82.2,43.5,50.7,65.33,796.07,255.56,27.67,31.01,17.2,20.93,4.05,9.3,0.27,0.18,0.19,0.09,2.49,6.69,1.87,0.16,8.25,65.33,56.5,8.37,2.76,0.54,0.23,5.84,0.51,4.44,1.75,2.1,0.0,50.7,0.47,1.09,33,29,"2,311",0,0,0.19,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37,0.27,0.0,3.23,8.25,4.82,55.6,35.6,74.09,0.89,8.99,39.07,26.85,2.37,74.09,1.75,0.97,0.62,39.61,206.34,124.2,3.23,2.41,0.39,1.28,0.93,53.81,4.82,26.8,2.18,0.58,0.09,0.33,22.0,4.0,0,0,4.7,4.7,0.08,0.3,0.3
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37.0,1985.0,22.6,66.7,1.11,0.62,0.66,0.4,0.04,0.8,1.19,0.4,1.37,1.06,0.31,0.71,1.81,4.51,0.0,0.18,0.04,0.09,0.0,0.0,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,86.1,90.8,92.9,63.1,48.45,56.28,998.63,375.97,13.05,14.38,29.34,31.59,5.75,9.12,0.04,0.04,0.03,0.01,0.13,2.83,0.04,0.0,2.74,56.28,53.41,2.7,1.99,0.0,0.27,0.0,0.13,0.0,0.0,0.0,0.0,48.45,0.18,0.35,26,24,"2,031",0,0,0.0,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,0.27,0.0,0.35,2.74,0.0,0.0,0.0,65.31,10.8,37.74,26.77,1.15,0.62,65.31,0.0,0.0,0.0,35.88,203.36,112.92,0.35,0.04,0.0,0.44,0.13,45.09,0.0,16.7,0.27,0.04,0.0,0.0,9.5,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32.0,1991.0,34.8,41.3,2.79,1.7,1.12,1.49,0.17,1.44,3.48,2.04,1.72,0.4,1.32,0.95,3.74,1.58,0.06,2.15,0.14,1.49,0.29,0.03,0.2,0.06,0.09,0.09,0.0,0.0,0.06,0.0,0.0,80.3,90.6,87.3,55.1,36.52,45.46,678.39,191.55,16.58,18.3,13.99,16.03,4.8,8.71,0.03,0.04,0.05,-0.01,0.66,4.34,0.46,0.09,4.43,45.46,42.01,3.05,2.44,0.03,1.21,1.03,0.2,0.23,0.03,0.2,0.0,36.52,0.4,0.49,36,36,"3,134",2,2,0.09,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,0.4,0.0,0.78,4.43,1.06,43.5,47.8,56.61,2.61,13.51,34.28,9.43,0.8,56.55,0.66,0.29,0.32,28.65,134.71,54.86,0.78,0.78,0.09,0.8,0.78,32.61,1.06,21.7,1.32,0.29,0.02,0.1,24.9,8.0,2,2,3.3,1.7,0.04,-0.3,-0.7
Omar Alderete,py PAR,DF,Getafe,es La Liga,26.0,1996.0,24.4,54.3,1.15,0.86,0.61,0.53,0.0,0.78,1.43,0.66,1.23,0.74,0.49,0.53,1.68,4.55,0.0,1.27,0.12,0.98,0.0,0.16,0.08,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,64.2,77.9,79.6,43.5,27.79,43.28,678.85,299.96,6.35,8.16,14.39,18.07,6.84,15.74,0.04,0.04,0.03,0.0,0.53,4.02,0.57,0.04,4.02,43.28,40.37,2.38,2.21,0.0,1.52,0.2,0.12,0.0,0.0,0.0,0.0,27.79,0.53,0.45,31,24,"2,195",0,0,0.0,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09,0.33,0.04,0.94,4.02,0.37,69.2,23.1,53.93,5.41,24.22,27.34,2.99,1.31,53.93,0.53,0.37,0.12,26.84,166.39,110.7,0.94,0.53,0.0,0.33,0.2,28.03,0.37,20.8,0.98,0.21,0.0,0.0,19.7,3.0,0,0,1.2,1.2,0.05,-1.2,-1.2
Iván Alejo,es ESP,MF,Cádiz,es La Liga,28.0,1995.0,18.8,29.8,2.13,1.22,1.22,0.59,0.32,0.9,3.03,2.13,1.06,0.0,1.06,0.37,2.5,0.9,0.0,1.97,0.27,1.33,0.16,0.05,0.0,0.43,0.0,0.16,0.0,0.0,0.0,0.11,0.0,50.9,71.8,47.6,37.5,13.03,25.59,225.59,91.01,6.22,8.67,3.72,7.82,2.07,5.53,0.11,0.07,0.15,0.04,0.85,0.9,1.33,1.17,1.65,25.59,23.03,2.45,0.53,0.05,0.11,8.03,1.28,0.64,0.0,0.59,0.0,13.03,0.11,1.7,30,21,"1,692",0,0,0.0,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1,0.9,0.0,2.55,1.65,5.53,39.3,50.8,37.29,1.44,7.39,12.82,17.82,1.12,37.29,3.24,1.28,1.65,21.33,158.19,74.41,2.55,2.18,0.05,2.87,1.49,22.23,5.53,18.2,0.59,0.11,0.0,0.0,21.9,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Carles Aleñá,es ESP,MF,Getafe,es La Liga,25.0,1998.0,11.3,41.7,2.12,0.71,0.62,1.24,0.27,0.88,2.12,1.24,1.24,0.27,0.97,0.35,2.48,1.15,0.0,3.18,0.18,1.86,1.06,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,77.8,85.2,82.6,64.4,27.26,35.04,470.35,101.42,12.74,14.96,10.09,12.21,3.36,5.22,0.09,0.14,0.09,-0.05,1.59,2.74,0.27,0.18,2.04,35.04,31.77,3.19,1.5,0.09,0.35,2.92,0.44,1.24,1.15,0.09,0.0,27.26,0.09,1.06,29,10,"1,020",0,0,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25,0.53,0.0,1.06,2.04,3.98,21.4,71.4,48.32,1.24,6.55,22.21,19.73,1.95,48.32,2.48,0.53,1.77,27.26,116.37,35.58,1.06,1.24,0.44,2.21,1.59,32.39,3.98,31.3,1.41,0.44,0.06,0.2,18.8,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24.0,1998.0,23.9,31.0,1.63,1.09,1.09,0.46,0.08,1.13,3.64,2.51,0.92,0.08,0.84,1.3,2.93,2.01,0.21,5.27,0.29,3.35,1.38,0.21,0.25,0.0,0.08,0.17,0.13,0.0,0.0,0.0,0.0,75.3,92.1,79.7,49.3,64.98,86.28,1271.38,520.25,28.28,30.71,25.4,31.88,10.21,20.71,0.17,0.3,0.26,-0.13,2.68,8.45,2.38,0.75,8.58,86.28,71.34,14.48,3.22,0.92,1.34,7.03,8.28,2.97,0.42,2.18,0.0,64.98,0.46,0.96,28,25,"2,155",0,0,0.13,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,0.25,0.0,1.88,8.58,4.06,53.8,40.4,96.07,3.14,21.88,50.92,24.35,1.42,96.07,2.18,1.17,0.88,52.3,238.54,113.97,1.88,2.01,0.29,1.13,0.25,62.43,4.06,17.0,1.96,0.33,0.06,0.38,24.4,5.0,0,0,2.6,2.3,0.05,0.4,0.7
Faride Alidou,de GER,"FW,MF",Köln,de Bundesliga,22.0,2001.0,14.2,22.2,0.7,0.28,0.21,0.42,0.07,0.28,1.27,0.99,1.62,0.14,1.48,0.56,1.27,1.06,0.07,2.39,0.21,1.62,0.0,0.35,0.07,0.35,0.0,0.07,0.0,0.07,0.0,0.07,0.0,64.3,72.4,69.0,48.8,13.8,21.48,226.13,58.52,6.83,9.44,4.86,7.04,1.41,2.89,0.0,0.04,0.05,-0.04,0.99,0.99,0.49,0.21,2.32,21.48,20.63,0.85,0.0,0.0,0.14,2.75,0.49,0.07,0.0,0.07,0.0,13.8,0.0,1.2,26,14,"1,282",0,0,0.28,0.28,0.28,0.28,0.21,0.04,0.26,0.21,0.26,0.28,0.0,3.59,2.32,6.69,34.3,54.3,36.76,0.99,5.42,14.79,17.11,3.59,36.76,4.93,1.69,2.68,21.97,180.35,83.87,3.59,1.62,1.27,2.75,1.9,24.23,6.69,33.3,2.32,0.77,0.12,0.36,14.5,0.0,0,0,3.0,3.0,0.09,1.0,1.0
Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,24.0,1999.0,11.2,50.0,0.27,0.18,0.18,0.09,0.0,0.18,0.36,0.18,0.54,0.09,0.45,0.27,0.54,0.36,0.0,3.56,0.18,2.14,0.98,0.27,0.18,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,63.7,78.1,69.6,42.2,20.36,31.96,344.29,130.71,10.54,13.48,5.71,8.21,3.12,7.41,0.09,0.2,0.22,-0.11,2.14,3.12,1.34,0.27,3.84,31.96,25.8,5.89,1.52,0.54,0.09,4.82,0.09,3.21,2.05,1.16,0.0,20.36,0.27,1.25,18,12,"1,009",0,0,0.36,0.45,0.36,0.45,0.21,0.19,0.41,0.21,0.41,0.09,0.0,1.96,3.84,6.43,39.5,55.3,43.3,0.54,4.46,20.0,19.73,2.95,43.3,3.39,1.34,1.88,30.36,174.82,75.54,1.96,1.79,0.62,2.05,1.52,29.29,6.43,32.1,2.5,0.8,0.14,0.44,19.0,1.0,0,0,2.4,2.4,0.09,1.6,1.6
Alisson,br BRA,GK,Liverpool,eng Premier League,30.0,1992.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.39,0.14,0.39,0.0,0.36,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,99.6,98.4,51.8,35.18,40.79,765.29,469.54,8.5,8.54,21.32,21.68,5.25,10.14,0.0,0.0,0.0,0.0,0.04,0.29,0.0,0.0,0.18,40.79,35.11,5.5,1.36,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,35.18,0.18,0.11,28,28,"2,520",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.18,0.0,0.0,0.0,42.71,26.93,40.89,1.86,0.0,0.0,42.71,0.0,0.0,0.0,30.36,132.61,84.32,0.0,0.0,0.0,0.14,0.0,27.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
